project_code,identity_key,project_name,prediction_month,cutoff_target,future_target,target_change_month,shift_months,original_end_date,revised_end_date,december_2025_target,january_2026_target,february_2026_target,previous_report_target,march_2026_target,april_2026_target,next_report_target,source_file,source_page,source_section,label_value,sampled_for_source_review,source_months_verified,review_status,notes
618362,P:618362,Construction of 2-laning with hard shoulder of Lunglei to Chhumkhum from Design Chainage Km 0.000 to Km 37.420 of NH-302 [Lunglei-Tlabung] Package-A,2026-02,05/2025,06/2026,2026-03,13,12/2022,06/2026,05/2025,05/2025,05/2025,05/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,128,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618363,P:618363,Construction of 2-laning with hard shoulder configuration of Chhumkhum to Tlabung from Design Chainage Km 37.420 to Km 74.950 of NH-302 in Mizoram under Bharatmala Pariyojana on EPC mode [Pkg-B],2026-02,05/2025,12/2026,2026-03,19,01/2023,12/2026,05/2025,05/2025,05/2025,05/2025,12/2026,12/2026,12/2026,FlashReport_March_2026.pdf,128,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618380,P:618380,Widening and Up-gradation to 2- Lane with Paved Shoulder Configuration and geometric improvement from Km. 125. 000 to Km 166 Package-3 on Aizawl Tuipang Section of NH-54 in the State of Mizoram Package-3,2026-02,11/2024,04/2025,2026-03,5,04/2023,04/2025,11/2024,11/2024,11/2024,11/2024,04/2025,04/2025,04/2025,FlashReport_March_2026.pdf,128,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618381,P:618381,Widening and up-gradation to 2-lane with paved shoulder configuration and geometric improvements from km 250.00 Lunglei to km 298.00 on Aizawl-Tuipang section under JICA ODA Loan assistance Phase-I Package-6,2026-02,03/2025,05/2025,2026-03,2,06/2023,05/2025,03/2025,03/2025,03/2025,03/2025,05/2025,05/2025,05/2025,FlashReport_March_2026.pdf,128,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618382,P:618382,Widening and up-gradation to 2-lane with paved shoulder configuration and geometric improvements from km 298.00 to km 339.00 on Aizawl-Tuipang section under JICA ODA Loan assistance Phase-I Package-7,2026-02,03/2025,05/2025,2026-03,2,04/2024,05/2025,03/2025,03/2025,03/2025,03/2025,05/2025,05/2025,05/2025,FlashReport_March_2026.pdf,128,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618383,P:618383,Widening and up-gradation to 2-lane with paved shoulder configuration and geometric improvements from km 339.00 to km 380.00 Siaha on Aizawl-Tuipang section under JICA ODA Loan assistance Phase-I Package-8,2026-02,05/2025,06/2025,2026-03,1,09/2023,06/2025,05/2025,05/2025,05/2025,05/2025,06/2025,06/2025,06/2025,FlashReport_March_2026.pdf,128,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618384,P:618384,Widening and Up-gradation to 2- Lane with Paved Shoulder Configuration and geometric improvement from Km. 166. 000 to Km 208.000 Package-4 on Aizawl Tuipang Section of NH-54 in the State of Mizoram Package-4,2026-02,09/2024,04/2025,2026-03,7,04/2023,04/2025,09/2024,09/2024,09/2024,09/2024,04/2025,04/2025,04/2025,FlashReport_March_2026.pdf,128,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618477,P:618477,Bangalore Chennai Expressway Phase-III Package I Gudipala to Walajajhpet from Km 156.000 to Km 180.000 Multi-States,2026-02,08/2024,04/2026,2026-03,20,05/2024,04/2026,08/2024,08/2024,08/2024,08/2024,04/2026,06/2026,06/2026,FlashReport_March_2026.pdf,128,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618681,P:618681,6L Aluru - Jakkuva Section of NH-130CD Road from km 365.033 to km 396.800 Pkg. 1 Multi-States,2026-02,04/2025,06/2026,2026-03,14,03/2024,06/2026,04/2025,04/2025,04/2025,04/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,128,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618771,P:618771,6L of Varadharajula to Kumarajapet from km 0.000 to km 43.800 of NH-716B Pkg-I Multi-States,2026-02,08/2025,04/2026,2026-03,8,12/2024,04/2026,08/2025,08/2025,08/2025,08/2025,04/2026,04/2026,04/2026,FlashReport_March_2026.pdf,128,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618530,P:618530,Six Laning of Varanasi to Aurangabad from km. 786.00 to km. 978.40 of Old NH-2 Multi-States,2026-02,06/2025,06/2026,2026-03,12,03/2014,06/2026,03/2014,06/2025,06/2025,06/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,129,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618532,P:618532,6L of Aurangabad to Bihar-Jharkhand border Chordaha section from km. 209.827 to Km. 249.525 of NH-19 PKG-02 Multi-States,2026-02,04/2025,04/2026,2026-03,12,03/2024,04/2026,04/2025,04/2025,04/2025,04/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,129,Table 6: All Ongoing Projects,1,True,2025-12;2026-01;2026-02;2026-03;2026-04,SOURCE_VERIFIED,2025-12:FlashReport_December_2025.pdf:p93=04/2025; 2026-01:FlashReport_January_2026.pdf:p115=04/2025; 2026-02:FlashReport_February_2026.pdf:p140=04/2025; 2026-03:FlashReport_March_2026.pdf:p129=04/2026; 2026-04:FlashReport_April2026.pdf:p134=05/2026
618747,P:618747,Khammam-Devarapalle Pkg III [4L Access Controlled Greenfield from Chintagudem village to Recherla village Design Chainage 63117 to 105236] Multi-States,2026-02,09/2025,04/2026,2026-03,7,09/2024,04/2026,09/2025,09/2025,09/2025,09/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,129,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619077,P:619077,6 laning of Balance Work of Chennai - Tada from km. 21.40 to km. Multi-States,2026-02,09/2022,04/2026,2026-03,43,03/2020,04/2026,,09/2022,09/2022,09/2022,04/2026,06/2026,06/2026,FlashReport_March_2026.pdf,129,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619078,P:619078,Six Laning of Bihar - Jharkhand Border Chordaha - Gorhar section of NH-2 from km 249.525 to km Multi-States,2026-02,02/2026,12/2026,2026-03,10,11/2021,12/2026,,02/2026,02/2026,02/2026,12/2026,12/2026,12/2026,FlashReport_March_2026.pdf,129,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619154,P:619154,Construction of Four Lane Highway from Ghazipur- Ballia-UP/Bihar State Border Greenfield section of NH-31 Package III [from Pindari km 78.150 to Rawalganj Bypass Multi-States Km 117.120] on EPC Mode in the state of Uttar Pradesh.,2026-02,05/2026,08/2026,2026-03,3,08/2025,08/2026,,,05/2026,05/2026,08/2026,11/2026,11/2026,FlashReport_March_2026.pdf,129,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619212,P:619212,6L Access Controlled Greenfield Highway of Julekal village to Dinnedevarapadu village from Km 242.200 to Km 280.400 Pkg-2 Multi-States,2026-02,07/2025,09/2026,2026-03,14,01/2025,09/2026,,,07/2025,07/2025,09/2026,12/2026,12/2026,FlashReport_March_2026.pdf,129,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618486,P:618486,Delhi-Amritsar-Katra Expressway Phase-I Pkg-V from Junction with Ambala-Kaithal- Hissar road NH-152 near Kharak Pandwa village to Junction with Patiala-Samana- Patran road SH-10 near Ghagga village Km 120250 to Km 157920 Multi-States,2026-02,06/2025,05/2026,2026-03,11,05/2024,05/2026,,06/2025,06/2025,06/2025,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,130,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618577,P:618577,"Maharashtra) Dwarka Expressway Pkg-III Delhi/HR Border to Start of RoB Gurugram Multi-States (Delhi,",2026-02,02/2024,04/2026,2026-03,26,11/2020,04/2026,,,02/2024,02/2024,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,130,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618637,P:618637,Bal. Works of Fagne Km. 510.000 to Maharashtra/Gujarat Border Km. Multi-States,2026-02,06/2024,04/2026,2026-03,22,09/2022,04/2026,06/2024,06/2024,06/2024,06/2024,04/2026,12/2026,12/2026,FlashReport_March_2026.pdf,130,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618676,P:618676,6L of Dhanara - Hatibena Section from Km 124.611 to km 146.50 of NH-130-CD Package OD-1 Multi-States,2026-02,12/2025,04/2026,2026-03,4,03/2024,04/2026,12/2025,12/2025,12/2025,12/2025,04/2026,04/2026,04/2026,FlashReport_March_2026.pdf,130,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618723,P:618723,6L access Controlled Greenfield Highway from Ranipur Barsi to Adhoya Musalmana section of Shamli -Ambala Package-II Design Ch. Form km 45.500 to km 84.400 Multi-States,2026-02,12/2025,12/2026,2026-03,12,05/2025,12/2026,12/2025,12/2025,12/2025,12/2025,12/2026,12/2026,12/2026,FlashReport_March_2026.pdf,130,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618760,P:618760,4L Greenfield a Malout bypass from ch. Km 44.500 to ch. Km 35.500 on NH-07 and Ch. Km 0.000 to Km 6.984 on NH-09 bMandi Dabwali Bypass from Ch. 38.450 Km to Km 27.910 Pkg-02 Multi-States,2026-02,12/2024,04/2026,2026-03,16,07/2024,04/2026,12/2024,12/2024,12/2024,12/2024,04/2026,04/2026,04/2026,FlashReport_March_2026.pdf,130,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618942,P:618942,"Balance work of 2L PS from Km 30.800 to Km 70.800 and 2L with Rigid Carriageway from Km 70.800 to km 84.120 of Khanapur- KA/GOA Border section of NH-4A Multi-States (Goa, Karnataka)",2026-02,03/2026,11/2026,2026-03,8,05/2024,11/2026,03/2026,03/2026,03/2026,03/2026,11/2026,03/2027,03/2027,FlashReport_March_2026.pdf,130,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619064,P:619064,Vadodara Mumbai Expressway Talsari to Karvad Phase IB - Pkg X [Km 103.400 to Multi-States Km 128.000] (Dadra & Nagar,2026-02,06/2025,11/2026,2026-03,17,03/2024,11/2026,,06/2025,06/2025,06/2025,11/2026,11/2026,11/2026,FlashReport_March_2026.pdf,130,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619068,P:619068,Construction of Greenfield Connectivity to Jewar International Airport from DND- Faridabad-Ballabhgarh Bypass KMP Link - Spur to Delhi Mumbai Expressway Multi-States,2026-02,03/2026,04/2027,2026-03,13,06/2025,04/2027,,03/2026,03/2026,03/2026,04/2027,04/2027,04/2027,FlashReport_March_2026.pdf,130,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619216,P:619216,6L access Controlled Greenfield Highway from Adhoya Musalmana to Sadopur section of Shamli -Ambala Package-III Design Ch. Form km 84.400 to km Multi-States,2026-02,06/2026,12/2026,2026-03,6,05/2025,12/2026,,,06/2026,06/2026,12/2026,12/2026,12/2026,FlashReport_March_2026.pdf,130,Table 6: All Ongoing Projects,1,True,2026-02;2026-03;2026-04,SOURCE_VERIFIED,2026-02:FlashReport_February_2026.pdf:p141=06/2026; 2026-03:FlashReport_March_2026.pdf:p130=12/2026; 2026-04:FlashReport_April2026.pdf:p135=12/2026
618515,P:618515,6L from Belgaum to Sankeshwar Bypass from Km. 515.000 to Km. 555.017 of NH-48 Pkg-I Multi-States,2026-02,12/2025,04/2026,2026-03,4,04/2025,04/2026,12/2025,12/2025,12/2025,12/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,131,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618516,P:618516,6L from Sankeshwar Bypass to MH-KNT Border from Km. 555.017 to Km. 592.853 of NH-48 Pkg-II Multi-States,2026-02,10/2026,11/2026,2026-03,1,04/2025,11/2026,10/2026,10/2026,10/2026,10/2026,11/2026,11/2026,11/2026,FlashReport_March_2026.pdf,131,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618581,P:618581,Hosur to Dhamrapuri Pkg-1 [Neraluru - Thorapalli Agraharam] Multi-States,2026-02,08/2025,07/2026,2026-03,11,10/2024,07/2026,08/2025,08/2025,08/2025,08/2025,07/2026,07/2026,07/2026,FlashReport_March_2026.pdf,131,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618632,P:618632,6L Access Controlled Greenfield Highway of Nandinne village to Julekal village from Km 202.900 to Km 242.200 Pkg-1 Multi-States,2026-02,09/2025,06/2026,2026-03,9,01/2025,06/2026,09/2025,09/2025,09/2025,09/2025,06/2026,08/2026,08/2026,FlashReport_March_2026.pdf,131,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618909,P:618909,2L PS of JH / WB Border km. 70.524 - Purulia km.84.400 & Purulia km. 94.30 - Chandil Junction with NH-33 km. 153.705 of Old NH-32 Multi-States,2026-02,12/2025,06/2026,2026-03,6,08/2022,06/2026,12/2025,12/2025,12/2025,12/2025,06/2026,10/2026,10/2026,FlashReport_March_2026.pdf,131,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618938,P:618938,4L of Rajura-Korpana-Adilabad Road upto M.S. Border from km 32.910 to km of NH-353B Multi-States,2026-02,04/2025,04/2026,2026-03,12,10/2024,04/2026,04/2025,04/2025,04/2025,04/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,131,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619097,P:619097,Thalassery Mahe Bypass Km 170.600 to Km 189.200 of NH-17New NH-66 in Kerala Multi-States,2026-02,06/2023,04/2026,2026-03,34,05/2020,04/2026,,06/2023,06/2023,06/2023,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,131,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618072,P:618072,Widening to Existing single lane /intermediate lane to 2 lane from Km185.00 to Km 220.00 of NH-61 New NH-02 in the state of Nagaland.,2026-02,10/2025,03/2026,2026-03,5,07/2024,03/2026,03/2025,03/2025,10/2025,10/2025,03/2026,03/2026,03/2026,FlashReport_March_2026.pdf,132,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618290,P:618290,"Construction of 2-lane with Paved shoulder of Kohima- Bypass Road Connecting NH- 39New NH-02, NH-150New NH-02, NH-61New NH-29, NH-39New NH-02 from Design Km 32.00 to Design Km 43.454Design Length-11.454 Km in the State of Nagaland",2026-02,05/2025,12/2026,2026-03,19,04/2022,12/2026,02/2025,05/2025,05/2025,05/2025,12/2026,12/2026,12/2026,FlashReport_March_2026.pdf,132,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618291,P:618291,"Construction of 2-lane with Paved shoulder of Kohima-Bypass Road connecting NH- 39 New NH-02, NH150New NH-02, NH7-61 New NH-29 and NH-39 New NH-02 from Design km 21.000 to km 32.268 [Design length11.268 km] in the state of Nagaland",2026-02,03/2025,12/2026,2026-03,21,06/2025,12/2026,06/2025,03/2025,03/2025,03/2025,12/2026,12/2026,12/2026,FlashReport_March_2026.pdf,132,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618292,P:618292,Construction of 2-Lane with paved shoulder of Kohima-Bypass Road connecting New NH-02 and New NH-29 from Design Km 10.500 to design Km 21.000 [Design Length- 10.500 km] including TUNNEL of 500m at Ch. 11.000 in the state of Nagaland Under,2026-02,01/2024,06/2026,2026-03,29,10/2022,06/2026,01/2024,01/2024,01/2024,01/2024,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,132,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618711,P:618711,6L with access control provision Saharanpur bypass to Ganeshpur section from Km to 41.820 Km of Delhi- Dehradun Economic Corridor package-2 Multi-States (Uttar,2026-02,12/2024,04/2026,2026-03,16,11/2024,04/2026,12/2024,12/2024,12/2024,12/2024,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,132,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
