report_month,source_file,source_page,source_section,sl_no,project_name,agency,state,legacy_ocms_code,alternate_id,current_project_code,review_status,failure_type,raw_text_reference,notes
2025-12,FlashReport_December_2025.pdf,104,Table 6: All Ongoing Projects,1334,"Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase 1 Multi-States Upgradation (Andhra Pradesh, Bihar, (617413) Chhattisgarh, Jharkhand,",Department of Telecommunications [DoT],"Madhya Pradesh,",,,,IDENTIFIER_FOUND,VERIFIED_PARSER_FAILURE_WRAPPED_OR_BOUNDARY_IDENTIFIER,FlashReport_December_2025.pdf:p104; Table 6: All Ongoing Projects; sl_no=1334,Validation extraction recovered source primary code 617413 at the same report/serial address; the baseline value was blank.
2025-12,FlashReport_December_2025.pdf,105,Table 6: All Ongoing Projects,1335,"Maharashtra, Odisha, Telangana, Uttar Pradesh, West Bengal) Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase2 Multi-States (Andhra Pradesh, (701599) Bihar, Chhattisgarh, Jharkhand, NA",Department of Telecommunications [DoT],"Madhya Pradesh,",,,,IDENTIFIER_FOUND,VERIFIED_PARSER_FAILURE_WRAPPED_OR_BOUNDARY_IDENTIFIER,FlashReport_December_2025.pdf:p105; Table 6: All Ongoing Projects; sl_no=1335,Validation extraction recovered source primary code 701599 at the same report/serial address; the baseline value was blank.
2025-12,FlashReport_December_2025.pdf,105,Table 6: All Ongoing Projects,1337,Provision of 4G Mobile Services in Uncovered Villages of Arunachal Pradesh and Multi-States Districts of Assam,Department of Telecommunications,(Arunachal,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_December_2025.pdf:p105; Table 6: All Ongoing Projects; sl_no=1337,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2025-12,FlashReport_December_2025.pdf,105,Table 6: All Ongoing Projects,1338,"Pradesh, Assam) (701597) 354 Uncovered Villages Scheme Multi-States (Bihar, Gujarat, (701600) Himachal Pradesh,",Department of Telecommunications [DoT],Jammu and,,,,IDENTIFIER_FOUND,VERIFIED_PARSER_FAILURE_WRAPPED_OR_BOUNDARY_IDENTIFIER,FlashReport_December_2025.pdf:p105; Table 6: All Ongoing Projects; sl_no=1338,Validation extraction recovered source primary code 701600 at the same report/serial address; the baseline value was blank.
2026-01,FlashReport_January_2026.pdf,70,Table 6: All Ongoing Projects,223,Comprehensive Scheme for Strengthening of Transmission and Distribution [T&D] Multi-States Systems [CSST&DS] in Arunachal Pradesh and Sikkim,Power Grid Corporation of India Limited [POWERGRID],(Arunachal,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_January_2026.pdf:p70; Table 6: All Ongoing Projects; sl_no=223,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-01,FlashReport_January_2026.pdf,70,Table 6: All Ongoing Projects,228,Transmission Network Expansion in Gujarat to increase its ATC from ISTS Part B Multi-States (Dadra & Nagar,400005,Haveli and Daman,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_January_2026.pdf:p70; Table 6: All Ongoing Projects; sl_no=228,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-01,FlashReport_January_2026.pdf,70,Table 6: All Ongoing Projects,232,Maharashtra) (615347) Transmission system for evacuation of power from Rajasthan REZ Ph-IV [Part- 3/6GW] [Bikaner complex] Part A [SPV Name POWERGRID Bikaner IV Transmission Multi-States,Power Grid Corporation of India Limited [POWERGRID],"Limited] (Haryana, Punjab,",,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_January_2026.pdf:p70; Table 6: All Ongoing Projects; sl_no=232,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
2026-01,FlashReport_January_2026.pdf,70,Table 6: All Ongoing Projects,233,Rajasthan) (615339) TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV [PART-3/ 6 GW] [BIKANER COMPLEX] PART B [SPV Name Multi-States,Power Grid Corporation of India Limited [POWERGRID],"POWERGRID Siwani Transmission Limited] (Haryana,",,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_January_2026.pdf:p70; Table 6: All Ongoing Projects; sl_no=233,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
2026-01,FlashReport_January_2026.pdf,70,Table 6: All Ongoing Projects,236,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5. GW] [Jaisalmer/Barmer Complex] Part D [SPV Name POWERGRID Beawar Multi-States,,"Mandsaur Transmission Limited] (Madhya Pradesh,",,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_January_2026.pdf:p70; Table 6: All Ongoing Projects; sl_no=236,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-01,FlashReport_January_2026.pdf,70,Table 6: All Ongoing Projects,237,Rajasthan) (615333) Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5. GW] [Jaisalmer/Barmer Complex] Part E [SPV Name POWERGRID Mewar Multi-States,Power Grid Corporation of India Limited [POWERGRID],"Transmission Limited] (Madhya Pradesh,",,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_January_2026.pdf:p70; Table 6: All Ongoing Projects; sl_no=237,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
2026-01,FlashReport_January_2026.pdf,71,Table 6: All Ongoing Projects,255,"Construction of One Tower of Office Complex and another Tower of Residential quarters consisting of 10Nos. Type-V, 10Nos. Type-VI & 1No.Type-VII Quarters i/c internal water supply, sanitary installation and all development and bulk services, Horticulture works on EPC Mode-I basis i/c comprehensive operation and",,"maintenance of Civil, E&M services for 7 years after completion of original Telangana,",,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_January_2026.pdf:p71; Table 6: All Ongoing Projects; sl_no=255,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-01,FlashReport_January_2026.pdf,77,Table 6: All Ongoing Projects,420,"North East Gas Grid Multi-States (Arunachal (701346) Pradesh, Assam, Manipur,",Ministry of Petroleum & Natural Gas,"Meghalaya,",,,,IDENTIFIER_FOUND,VERIFIED_PARSER_FAILURE_WRAPPED_OR_BOUNDARY_IDENTIFIER,FlashReport_January_2026.pdf:p77; Table 6: All Ongoing Projects; sl_no=420,Validation extraction recovered source primary code 701346 at the same report/serial address; the baseline value was blank.
2026-01,FlashReport_January_2026.pdf,77,Table 6: All Ongoing Projects,424,"Mumbai Nagpur Jharsuguda Pipeline Project Multi-States (Chhattisgarh,",701354,"Madhya Pradesh,",,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_January_2026.pdf:p77; Table 6: All Ongoing Projects; sl_no=424,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-01,FlashReport_January_2026.pdf,86,Table 6: All Ongoing Projects,661,"New Delhi- Howrah Speed Booster[160Kmph] Project Multi-States (Bihar, Delhi,",705794,"Jharkhand, Uttar,",,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_January_2026.pdf:p86; Table 6: All Ongoing Projects; sl_no=661,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-01,FlashReport_January_2026.pdf,87,Table 6: All Ongoing Projects,686,Nangal Dam-Talwara New Broad Gauge Line [84 KM] and Taking Over Siding Multi-States Mukerian-Talwara [29 KM],Northen Railway [NR],(Himachal,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_January_2026.pdf:p87; Table 6: All Ongoing Projects; sl_no=686,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-01,FlashReport_January_2026.pdf,93,Table 6: All Ongoing Projects,842,Construction of four lane access controlled highway from Chillakuru cross road to Turpu KanupurPart 1 of Package - II km 0.000 131.500 of NH - 16 to km 23.770 on New NH-516W including sixlane flyover and approaches on NH-16 length km and six lane access controlled from TurpuKanupur to Port South Gate Part 2 of Package - II km 23.770 to km 35.015 on New NH-516W inthe state of Andhra Pradesh,,Andhra Pradesh,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_January_2026.pdf:p93; Table 6: All Ongoing Projects; sl_no=842,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-01,FlashReport_January_2026.pdf,94,Table 6: All Ongoing Projects,855,"Construction of 4 lane Gauripur Bypass Starting bfrom Km 852.56 of NH- 31Dumardoha Pt-II and Terminating at Km 862.17 Baladmara via. Khudimari Pt.- II, Fulkumari, Charaldanga, Sajuakuti,Geramari Pt.-III and finally meeting at km 862.17 of",,Assam,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_January_2026.pdf:p94; Table 6: All Ongoing Projects; sl_no=855,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-01,FlashReport_January_2026.pdf,94,Table 6: All Ongoing Projects,856,24/265 (617896) Construction of 2 lane Barpeta Bypass from Km 77900Baradi to Km 86150 Deurikuchi Length8.25Km on NH-427 in the state of Assam under EPC ModeJob,MoRTH,Assam,,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_January_2026.pdf:p94; Table 6: All Ongoing Projects; sl_no=856,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
2026-01,FlashReport_January_2026.pdf,94,Table 6: All Ongoing Projects,857,(618034) Construction of new 2 Lane with paved shoulders of NH Standards from km 0.080 to km 11.690 L11.610 km in Majuli and from km 19.715 to km 27.484 L 7.769 km in Jorhat on the newly declared NH 715K and construction of 1.10 km flyover on NH-715,MoRTH,"with its approaches and service roads L1.10 km, Total Length 20.479 km in the State Assam,",,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_January_2026.pdf:p94; Table 6: All Ongoing Projects; sl_no=857,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
2026-01,FlashReport_January_2026.pdf,94,Table 6: All Ongoing Projects,858,"of Assam Job No. 715K/AS/2023-24/256 (618159) Construction of 2 lane Major Bridge including approaches over Brahmaputra between Majuli on North Bank and Jorhat on South Bank from km. 11.690 to km. 19.715 length of bridge 6,812.5m Package - II on NH-715K in the state of Assam Job no. 715/AS/2020-21/213",MoRTH,Assam,,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_January_2026.pdf:p94; Table 6: All Ongoing Projects; sl_no=858,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
2026-01,FlashReport_January_2026.pdf,94,Table 6: All Ongoing Projects,861,Widening/Improvement to 4-Lane with paved shoulder from Km 99930 to Km Design Chainage 96000 to 139750 of Paikan to Dhupdhara Sahar of Bilasipura- Guwahati Road on NH-17 in the state of Assam on EPC mode under Bharatmala,,Assam,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_January_2026.pdf:p94; Table 6: All Ongoing Projects; sl_no=861,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-01,FlashReport_January_2026.pdf,94,Table 6: All Ongoing Projects,862,(618284) Widening/Improvement to 4 -Lane with Paved Shoulder from Ch. 88.000km to Ch.99.930 km Design Ch.84.100km to Ch.96.000 km of Sagunbashi forest near Nichinta to starting of Krishnai Bypass Section of Bilasipura Guwahati road NH 17 on EPC Package-7,NHIDCL,Assam,,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_January_2026.pdf:p94; Table 6: All Ongoing Projects; sl_no=862,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
2026-01,FlashReport_January_2026.pdf,94,Table 6: All Ongoing Projects,867,Construction of 4-Lane Panchgram Bypass from Design Chainage km 15500 on NH- 37 Old NH-53 at Kalinagar Pt.-I Village to Design Chainage km 27300 at crossing with NH-6 Old NH-44 Near Siddeswar Pt.-I Village on Silchar - Churaibari stretch in the,,Assam,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_January_2026.pdf:p94; Table 6: All Ongoing Projects; sl_no=867,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-01,FlashReport_January_2026.pdf,94,Table 6: All Ongoing Projects,868,Silchar- Churaibari Package-2 (618308) Widening/lmprovement to 4-Laning and Greenfield alignment with Paved shoulder of Silchar-Badarpur Churaibari section of NH-37 & NH-8 from Design chainage End point of proposed Badarpur Bypass to Km. 62.800 Start point of proposed Nilambazar/Cheragi Bypass in the state of Assam on HAM Mode Package-4,NHIDCL,Assam,,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_January_2026.pdf:p94; Table 6: All Ongoing Projects; sl_no=868,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
2026-01,FlashReport_January_2026.pdf,94,Table 6: All Ongoing Projects,869,(618309) Widening/lmprovement to 4-Lane with Paved Shoulder from existing road and Greenfield alignment form Design Ch. 62.800 start of proposed Nilambazar/Cheragi Bypass to Design Ch. 87.700 near Chandkhira Village of NH-8 on Silchar-Churaibari in the state of Assam on HAM Mode Package-5,NHIDCL,Assam,,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_January_2026.pdf:p94; Table 6: All Ongoing Projects; sl_no=869,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
2026-01,FlashReport_January_2026.pdf,94,Table 6: All Ongoing Projects,870,(618312) Widening/lmprovement of Existing 2 lane to 4-Laning of Karimganj-Silchar section of NH-37 from Design Ch 0.000 near Silchar ISBT to Design Ch 15.970 near Kalinagar,NHIDCL,Assam,,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_January_2026.pdf:p94; Table 6: All Ongoing Projects; sl_no=870,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
2026-01,FlashReport_January_2026.pdf,94,Table 6: All Ongoing Projects,871,(618313) 4-Laning of Dhanehari Lailapur / Vairengte section from Existing Chainage km to km 43000 of NH 306 Design Chainage km 20000 to km 49360 on Silchar - Vairengte Sairang road in the State of Assam under Bharatmala Pariyojna on EPC mode. Project Length 29.360 km under NHO-NE Package-2,NHIDCL,Assam,,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_January_2026.pdf:p94; Table 6: All Ongoing Projects; sl_no=871,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
2026-01,FlashReport_January_2026.pdf,95,Table 6: All Ongoing Projects,872,(618314) 4-Laning of Silchar - Dhanehari section from Existing Chainage km 263800 of NH to km 12920 of NH 306 Design Chainage km 0000 to km 20000 on Silchar - Vairengte - Sairang road in the State of Assam under Bharatmala Pariyojna on EPC mode Package-1,NHIDCL,Assam,,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_January_2026.pdf:p95; Table 6: All Ongoing Projects; sl_no=872,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
2026-01,FlashReport_January_2026.pdf,95,Table 6: All Ongoing Projects,876,Construction of 4/6 Laning from existing Km 159.400 of NH-36 to existing Km of NH-39 and upto end point of Assam portion [Design Km 118.050 to design Km 132.375] Total New Alignment length of 14.325 Km of Daboka -Dimapur Section,,Assam,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_January_2026.pdf:p95; Table 6: All Ongoing Projects; sl_no=876,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-01,FlashReport_January_2026.pdf,95,Table 6: All Ongoing Projects,877,Assam Portion (618330) lmprovement to 4-Lane with Paved Shoulder from existing km 260000 Design Ch.4560 km to existing km Ch.233000 D. Ch.24560 of Silchar near Nutan Dayapur village - Budha Nagar Section Length-20.00 Km of NH-37 under Package Silchar- Jiribam Pkg-1 in the state of Assam on HAM Mode,NHIDCL,Assam,,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_January_2026.pdf:p95; Table 6: All Ongoing Projects; sl_no=877,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
